,STATION,ELEMENT,YEAR,TIMEFUNCTION,MDFUNCTION,VALUE,FLAG_REPEAT,FLAG_INTERRUPTED,Unnamed: 8
1740,0-203-0-11514,T,1811,07:00,AVG,9.1,,,
1744,0-203-0-11514,T,1811,07:00,MAX,24.1,*,,
1748,0-203-0-11514,T,1811,07:00,MIN,-20.9,,,
1752,0-203-0-11514,T,1811,14:00,AVG,14.1,,,
1756,0-203-0-11514,T,1811,14:00,MAX,33.1,,,
1760,0-203-0-11514,T,1811,14:00,MIN,-13.1,,,
1764,0-203-0-11514,T,1811,21:00,AVG,10.7,,,
1768,0-203-0-11514,T,1811,21:00,MAX,28.3,,,
1772,0-203-0-11514,T,1811,21:00,MIN,-17.4,,,
1776,0-203-0-11514,T,1812,AVG,AVG,8.6,,,
1780,0-203-0-11514,T,1812,AVG,MAX,24.7,,,
1784,0-203-0-11514,T,1812,AVG,MIN,-13.8,,,
1788,0-203-0-11514,T,1812,07:00,AVG,6.6,,,
1792,0-203-0-11514,T,1812,07:00,MAX,22.0,,,
1796,0-203-0-11514,T,1812,07:00,MIN,-17.9,,,
1800,0-203-0-11514,T,1812,14:00,AVG,11.2,,,
1804,0-203-0-11514,T,1812,14:00,MAX,29.7,,,
1808,0-203-0-11514,T,1812,14:00,MIN,-12.3,,,
1812,0-203-0-11514,T,1812,21:00,AVG,8.3,,,
1816,0-203-0-11514,T,1812,21:00,MAX,24.7,*,,
1820,0-203-0-11514,T,1812,21:00,MIN,-15.0,,,
1824,0-203-0-11514,T,1813,AVG,AVG,9.5,,,
1828,0-203-0-11514,T,1813,AVG,MAX,24.4,,,
1832,0-203-0-11514,T,1813,AVG,MIN,-9.7,*,,
1836,0-203-0-11514,T,1813,07:00,AVG,7.5,,,
1840,0-203-0-11514,T,1813,07:00,MAX,21.5,,,
1844,0-203-0-11514,T,1813,07:00,MIN,-13.3,,,
1848,0-203-0-11514,T,1813,14:00,AVG,12.1,,,
1852,0-203-0-11514,T,1813,14:00,MAX,27.8,,,
1856,0-203-0-11514,T,1813,14:00,MIN,-8.6,,,
1860,0-203-0-11514,T,1813,21:00,AVG,9.2,,,
1864,0-203-0-11514,T,1813,21:00,MAX,24.6,,,
1868,0-203-0-11514,T,1813,21:00,MIN,-10.2,,,
1872,0-203-0-11514,T,1814,AVG,AVG,8.4,,,
1876,0-203-0-11514,T,1814,AVG,MAX,25.5,,,
1880,0-203-0-11514,T,1814,AVG,MIN,-13.7,,,
1884,0-203-0-11514,T,1814,07:00,AVG,6.3,,,
1888,0-203-0-11514,T,1814,07:00,MAX,22.1,*,,
1892,0-203-0-11514,T,1814,07:00,MIN,-18.0,,,
1896,0-203-0-11514,T,1814,14:00,AVG,11.0,,,
1900,0-203-0-11514,T,1814,14:00,MAX,29.3,,,
1904,0-203-0-11514,T,1814,14:00,MIN,-14.7,,,
1908,0-203-0-11514,T,1814,21:00,AVG,8.2,,,
1912,0-203-0-11514,T,1814,21:00,MAX,26.3,,,
1916,0-203-0-11514,T,1814,21:00,MIN,-13.9,,,
1920,0-203-0-11514,T,1815,AVG,AVG,9.5,,,
1924,0-203-0-11514,T,1815,AVG,MAX,23.7,,,
1928,0-203-0-11514,T,1815,AVG,MIN,-11.7,,,
1932,0-203-0-11514,T,1815,07:00,AVG,7.5,,,
1936,0-203-0-11514,T,1815,07:00,MAX,20.7,*,,
1940,0-203-0-11514,T,1815,07:00,MIN,-14.4,,,
1944,0-203-0-11514,T,1815,14:00,AVG,12.1,,,
1948,0-203-0-11514,T,1815,14:00,MAX,26.9,,,
1952,0-203-0-11514,T,1815,14:00,MIN,-10.5,,,
1956,0-203-0-11514,T,1815,21:00,AVG,9.2,,,
1960,0-203-0-11514,T,1815,21:00,MAX,24.4,,,
1964,0-203-0-11514,T,1815,21:00,MIN,-12.4,,,
1968,0-203-0-11514,T,1816,AVG,AVG,9.0,,,
1972,0-203-0-11514,T,1816,AVG,MAX,23.1,,,
1976,0-203-0-11514,T,1816,AVG,MIN,-11.0,,,
1980,0-203-0-11514,T,1816,07:00,AVG,7.1,,,
1984,0-203-0-11514,T,1816,07:00,MAX,20.8,,,
1988,0-203-0-11514,T,1816,07:00,MIN,-13.9,,,
1992,0-203-0-11514,T,1816,14:00,AVG,11.4,,,
1996,0-203-0-11514,T,1816,14:00,MAX,26.8,,,
2000,0-203-0-11514,T,1816,14:00,MIN,-7.4,,,
2004,0-203-0-11514,T,1816,21:00,AVG,8.7,,,
2008,0-203-0-11514,T,1816,21:00,MAX,22.6,,,
2012,0-203-0-11514,T,1816,21:00,MIN,-11.7,,,
2016,0-203-0-11514,T,1817,AVG,AVG,9.9,,,
2020,0-203-0-11514,T,1817,AVG,MAX,24.8,,,
2024,0-203-0-11514,T,1817,AVG,MIN,-6.2,,,
2028,0-203-0-11514,T,1817,07:00,AVG,8.0,,,
2032,0-203-0-11514,T,1817,07:00,MAX,21.5,,,
2036,0-203-0-11514,T,1817,07:00,MIN,-6.9,,,
2040,0-203-0-11514,T,1817,14:00,AVG,12.3,,,
2044,0-203-0-11514,T,1817,14:00,MAX,28.5,,,
2048,0-203-0-11514,T,1817,14:00,MIN,-5.2,,,
2052,0-203-0-11514,T,1817,21:00,AVG,9.7,,,
2056,0-203-0-11514,T,1817,21:00,MAX,25.4,,,
2060,0-203-0-11514,T,1817,21:00,MIN,-7.6,,,
2064,0-203-0-11514,T,1818,AVG,AVG,10.1,,,
2068,0-203-0-11514,T,1818,AVG,MAX,25.3,,,
2072,0-203-0-11514,T,1818,AVG,MIN,-8.5,,,
2076,0-203-0-11514,T,1818,07:00,AVG,8.2,,,
2080,0-203-0-11514,T,1818,07:00,MAX,21.7,,,
2084,0-203-0-11514,T,1818,07:00,MIN,-10.8,,,
2088,0-203-0-11514,T,1818,14:00,AVG,12.6,,,
2092,0-203-0-11514,T,1818,14:00,MAX,29.9,,,
2096,0-203-0-11514,T,1818,14:00,MIN,-5.8,,,
2100,0-203-0-11514,T,1818,21:00,AVG,9.9,,,
2104,0-203-0-11514,T,1818,21:00,MAX,25.0,,,
2108,0-203-0-11514,T,1818,21:00,MIN,-8.6,,,
2112,0-203-0-11514,T,1819,AVG,AVG,10.4,,,
2116,0-203-0-11514,T,1819,AVG,MAX,28.2,,,
2120,0-203-0-11514,T,1819,AVG,MIN,-5.0,,,
2124,0-203-0-11514,T,1819,07:00,AVG,8.4,,,
2128,0-203-0-11514,T,1819,07:00,MAX,23.4,,,
2132,0-203-0-11514,T,1819,07:00,MIN,-9.2,,,
2136,0-203-0-11514,T,1819,14:00,AVG,12.8,,,
2140,0-203-0-11514,T,1819,14:00,MAX,33.0,,,
2144,0-203-0-11514,T,1819,14:00,MIN,-5.3,,,
2148,0-203-0-11514,T,1819,21:00,AVG,10.1,,,
2152,0-203-0-11514,T,1819,21:00,MAX,28.1,,,
2156,0-203-0-11514,T,1819,21:00,MIN,-8.5,,,
2160,0-203-0-11514,T,1820,AVG,AVG,9.1,,,
2164,0-203-0-11514,T,1820,AVG,MAX,25.9,,,
2168,0-203-0-11514,T,1820,AVG,MIN,-20.5,,,
2172,0-203-0-11514,T,1820,07:00,AVG,7.3,,,
2176,0-203-0-11514,T,1820,07:00,MAX,22.2,,,
2180,0-203-0-11514,T,1820,07:00,MIN,-24.0,,,
2184,0-203-0-11514,T,1820,14:00,AVG,11.5,,,
2188,0-203-0-11514,T,1820,14:00,MAX,29.9,,,
2192,0-203-0-11514,T,1820,14:00,MIN,-18.1,,,
2196,0-203-0-11514,T,1820,21:00,AVG,8.9,,,
2200,0-203-0-11514,T,1820,21:00,MAX,26.0,,,
2204,0-203-0-11514,T,1820,21:00,MIN,-22.4,,,
2208,0-203-0-11514,T,1821,AVG,AVG,9.9,,,
2212,0-203-0-11514,T,1821,AVG,MAX,22.4,,,
2216,0-203-0-11514,T,1821,AVG,MIN,-8.3,,,
2220,0-203-0-11514,T,1821,07:00,AVG,7.9,,,
2224,0-203-0-11514,T,1821,07:00,MAX,20.1,,,
2228,0-203-0-11514,T,1821,07:00,MIN,-12.5,,,
2232,0-203-0-11514,T,1821,14:00,AVG,12.3,,,
2236,0-203-0-11514,T,1821,14:00,MAX,26.4,,,
2240,0-203-0-11514,T,1821,14:00,MIN,-6.6,,,
2244,0-203-0-11514,T,1821,21:00,AVG,9.7,,,
2248,0-203-0-11514,T,1821,21:00,MAX,22.3,,,
2252,0-203-0-11514,T,1821,21:00,MIN,-9.6,,,
2256,0-203-0-11514,T,1822,AVG,AVG,11.0,,,
2260,0-203-0-11514,T,1822,AVG,MAX,26.0,,,
2264,0-203-0-11514,T,1822,AVG,MIN,-12.9,,,
2268,0-203-0-11514,T,1822,07:00,AVG,8.7,,,
2272,0-203-0-11514,T,1822,07:00,MAX,22.2,,,
2276,0-203-0-11514,T,1822,07:00,MIN,-15.4,,,
2280,0-203-0-11514,T,1822,14:00,AVG,13.7,,,
2284,0-203-0-11514,T,1822,14:00,MAX,30.2,,,
2288,0-203-0-11514,T,1822,14:00,MIN,-10.3,,,
2292,0-203-0-11514,T,1822,21:00,AVG,10.8,,,
2296,0-203-0-11514,T,1822,21:00,MAX,26.1,,,
2300,0-203-0-11514,T,1822,21:00,MIN,-13.0,,,
2304,0-203-0-11514,T,1823,AVG,AVG,9.7,,,
2308,0-203-0-11514,T,1823,AVG,MAX,23.9,,,
2312,0-203-0-11514,T,1823,AVG,MIN,-20.6,,,
2316,0-203-0-11514,T,1823,07:00,AVG,7.7,,,
2320,0-203-0-11514,T,1823,07:00,MAX,21.5,,,
2324,0-203-0-11514,T,1823,07:00,MIN,-23.1,,,
2328,0-203-0-11514,T,1823,14:00,AVG,12.2,,,
2332,0-203-0-11514,T,1823,14:00,MAX,30.2,,,
2336,0-203-0-11514,T,1823,14:00,MIN,-20.3,,,
2340,0-203-0-11514,T,1823,21:00,AVG,9.4,,,
2344,0-203-0-11514,T,1823,21:00,MAX,24.0,*,,
2348,0-203-0-11514,T,1823,21:00,MIN,-19.4,,,
2352,0-203-0-11514,T,1824,AVG,AVG,10.5,,,
2356,0-203-0-11514,T,1824,AVG,MAX,24.8,,,
2360,0-203-0-11514,T,1824,AVG,MIN,-4.8,,,
2364,0-203-0-11514,T,1824,07:00,AVG,8.6,,,
2368,0-203-0-11514,T,1824,07:00,MAX,22.0,,,
2372,0-203-0-11514,T,1824,07:00,MIN,-6.6,,,
2376,0-203-0-11514,T,1824,14:00,AVG,13.1,,,
2380,0-203-0-11514,T,1824,14:00,MAX,29.4,,,
2384,0-203-0-11514,T,1824,14:00,MIN,-4.2,,,
2388,0-203-0-11514,T,1824,21:00,AVG,10.2,,,
2392,0-203-0-11514,T,1824,21:00,MAX,25.1,,,
2396,0-203-0-11514,T,1824,21:00,MIN,-4.9,,,
2400,0-203-0-11514,T,1825,AVG,AVG,10.4,,,
2404,0-203-0-11514,T,1825,AVG,MAX,24.5,*,,
2408,0-203-0-11514,T,1825,AVG,MIN,-5.7,,,
2412,0-203-0-11514,T,1825,07:00,AVG,8.4,,,
2416,0-203-0-11514,T,1825,07:00,MAX,21.1,*,,
2420,0-203-0-11514,T,1825,07:00,MIN,-8.8,,,
2424,0-203-0-11514,T,1825,14:00,AVG,13.1,,,
2428,0-203-0-11514,T,1825,14:00,MAX,30.2,,,
2432,0-203-0-11514,T,1825,14:00,MIN,-4.1,,,
2436,0-203-0-11514,T,1825,21:00,AVG,10.0,,,
2440,0-203-0-11514,T,1825,21:00,MAX,24.4,*,,
2444,0-203-0-11514,T,1825,21:00,MIN,-6.8,,,
2448,0-203-0-11514,T,1826,AVG,AVG,9.9,,,
2452,0-203-0-11514,T,1826,AVG,MAX,27.3,,,
2456,0-203-0-11514,T,1826,AVG,MIN,-14.7,,,
2460,0-203-0-11514,T,1826,07:00,AVG,8.0,,,
2464,0-203-0-11514,T,1826,07:00,MAX,23.3,,,
2468,0-203-0-11514,T,1826,07:00,MIN,-17.7,,,
2472,0-203-0-11514,T,1826,14:00,AVG,12.5,,,
2476,0-203-0-11514,T,1826,14:00,MAX,32.0,,,
2480,0-203-0-11514,T,1826,14:00,MIN,-13.4,,,
2484,0-203-0-11514,T,1826,21:00,AVG,9.5,,,
2488,0-203-0-11514,T,1826,21:00,MAX,27.5,,,
2492,0-203-0-11514,T,1826,21:00,MIN,-14.5,,,
2496,0-203-0-11514,T,1827,AVG,AVG,9.8,,,
2500,0-203-0-11514,T,1827,AVG,MAX,26.4,,,
2504,0-203-0-11514,T,1827,AVG,MIN,-18.1,,,
2508,0-203-0-11514,T,1827,07:00,AVG,7.8,,,
2512,0-203-0-11514,T,1827,07:00,MAX,23.4,,,
2516,0-203-0-11514,T,1827,07:00,MIN,-21.5,,,
2520,0-203-0-11514,T,1827,14:00,AVG,12.8,,,
2524,0-203-0-11514,T,1827,14:00,MAX,33.4,,,
2528,0-203-0-11514,T,1827,14:00,MIN,-14.3,,,
2532,0-203-0-11514,T,1827,21:00,AVG,9.3,,,
2536,0-203-0-11514,T,1827,21:00,MAX,25.9,,,
2540,0-203-0-11514,T,1827,21:00,MIN,-18.3,,,
2544,0-203-0-11514,T,1828,AVG,AVG,10.0,,,
2548,0-203-0-11514,T,1828,AVG,MAX,26.6,,,
2552,0-203-0-11514,T,1828,AVG,MIN,-14.5,,,
2556,0-203-0-11514,T,1828,07:00,AVG,8.2,,,
2560,0-203-0-11514,T,1828,07:00,MAX,24.4,,,
2564,0-203-0-11514,T,1828,07:00,MIN,-15.4,,,
2568,0-203-0-11514,T,1828,14:00,AVG,12.7,,,
2572,0-203-0-11514,T,1828,14:00,MAX,33.0,,,
2576,0-203-0-11514,T,1828,14:00,MIN,-13.0,,,
2580,0-203-0-11514,T,1828,21:00,AVG,9.5,,,
2584,0-203-0-11514,T,1828,21:00,MAX,26.5,,,
2588,0-203-0-11514,T,1828,21:00,MIN,-14.7,,,
2592,0-203-0-11514,T,1829,AVG,AVG,7.4,,,
2596,0-203-0-11514,T,1829,AVG,MAX,28.7,,,
2600,0-203-0-11514,T,1829,AVG,MIN,-19.5,,,
2604,0-203-0-11514,T,1829,07:00,AVG,5.4,,,
2608,0-203-0-11514,T,1829,07:00,MAX,23.2,,,
2612,0-203-0-11514,T,1829,07:00,MIN,-24.3,,,
2616,0-203-0-11514,T,1829,14:00,AVG,10.3,,,
2620,0-203-0-11514,T,1829,14:00,MAX,32.4,,,
2624,0-203-0-11514,T,1829,14:00,MIN,-16.1,,,
2628,0-203-0-11514,T,1829,21:00,AVG,7.0,,,
2632,0-203-0-11514,T,1829,21:00,MAX,29.5,,,
2636,0-203-0-11514,T,1829,21:00,MIN,-20.0,,,
2640,0-203-0-11514,T,1830,AVG,AVG,9.3,,,
2644,0-203-0-11514,T,1830,AVG,MAX,28.0,,,
2648,0-203-0-11514,T,1830,AVG,MIN,-21.2,,,
2652,0-203-0-11514,T,1830,07:00,AVG,7.3,,,
2656,0-203-0-11514,T,1830,07:00,MAX,26.0,,,
2660,0-203-0-11514,T,1830,07:00,MIN,-27.5,,,
2664,0-203-0-11514,T,1830,14:00,AVG,12.1,,,
2668,0-203-0-11514,T,1830,14:00,MAX,35.2,,,
2672,0-203-0-11514,T,1830,14:00,MIN,-18.6,,,
2676,0-203-0-11514,T,1830,21:00,AVG,8.9,,,
2680,0-203-0-11514,T,1830,21:00,MAX,27.6,,,
2684,0-203-0-11514,T,1830,21:00,MIN,-23.1,,,
2688,0-203-0-11514,T,1831,AVG,AVG,9.7,,,
2692,0-203-0-11514,T,1831,AVG,MAX,23.8,,,
2696,0-203-0-11514,T,1831,AVG,MIN,-18.7,,,
2700,0-203-0-11514,T,1831,07:00,AVG,7.9,,,
2704,0-203-0-11514,T,1831,07:00,MAX,21.4,,,
2708,0-203-0-11514,T,1831,07:00,MIN,-20.7,,,
2712,0-203-0-11514,T,1831,14:00,AVG,12.4,,,
2716,0-203-0-11514,T,1831,14:00,MAX,29.6,,,
2720,0-203-0-11514,T,1831,14:00,MIN,-16.8,,,
2724,0-203-0-11514,T,1831,21:00,AVG,9.3,,,
2728,0-203-0-11514,T,1831,21:00,MAX,23.2,,,
2732,0-203-0-11514,T,1831,21:00,MIN,-19.9,,,
2736,0-203-0-11514,T,1832,AVG,AVG,9.4,,,
2740,0-203-0-11514,T,1832,AVG,MAX,28.3,,,
2744,0-203-0-11514,T,1832,AVG,MIN,-8.9,,,
2748,0-203-0-11514,T,1832,07:00,AVG,7.3,,,
2752,0-203-0-11514,T,1832,07:00,MAX,25.5,,,
2756,0-203-0-11514,T,1832,07:00,MIN,-10.4,,,
2760,0-203-0-11514,T,1832,14:00,AVG,12.4,,,
2764,0-203-0-11514,T,1832,14:00,MAX,34.5,,,
2768,0-203-0-11514,T,1832,14:00,MIN,-7.0,,,
2772,0-203-0-11514,T,1832,21:00,AVG,9.0,,,
2776,0-203-0-11514,T,1832,21:00,MAX,27.5,,,
2780,0-203-0-11514,T,1832,21:00,MIN,-9.3,,,
2784,0-203-0-11514,T,1833,AVG,AVG,9.9,,,
2788,0-203-0-11514,T,1833,AVG,MAX,26.8,,,
2792,0-203-0-11514,T,1833,AVG,MIN,-10.6,,,
2796,0-203-0-11514,T,1833,07:00,AVG,8.0,,,
2800,0-203-0-11514,T,1833,07:00,MAX,24.6,,,
2804,0-203-0-11514,T,1833,07:00,MIN,-13.8,,,
2808,0-203-0-11514,T,1833,14:00,AVG,12.6,,,
2812,0-203-0-11514,T,1833,14:00,MAX,31.5,*,,
2816,0-203-0-11514,T,1833,14:00,MIN,-8.2,,,
2820,0-203-0-11514,T,1833,21:00,AVG,9.5,,,
2824,0-203-0-11514,T,1833,21:00,MAX,26.3,,,
2828,0-203-0-11514,T,1833,21:00,MIN,-10.6,,,
2832,0-203-0-11514,T,1834,AVG,AVG,11.4,,,
2836,0-203-0-11514,T,1834,AVG,MAX,27.2,,,
2840,0-203-0-11514,T,1834,AVG,MIN,-4.3,,,
2844,0-203-0-11514,T,1834,07:00,AVG,9.2,,,
2848,0-203-0-11514,T,1834,07:00,MAX,26.1,,,
2852,0-203-0-11514,T,1834,07:00,MIN,-8.3,,,
2856,0-203-0-11514,T,1834,14:00,AVG,14.6,,,
2860,0-203-0-11514,T,1834,14:00,MAX,33.1,,,
2864,0-203-0-11514,T,1834,14:00,MIN,-1.8,,,
2868,0-203-0-11514,T,1834,21:00,AVG,10.9,,,
2872,0-203-0-11514,T,1834,21:00,MAX,27.5,,,
2876,0-203-0-11514,T,1834,21:00,MIN,-4.2,,,
2880,0-203-0-11514,T,1835,AVG,AVG,9.7,,,
2884,0-203-0-11514,T,1835,AVG,MAX,25.9,,,
2888,0-203-0-11514,T,1835,AVG,MIN,-8.3,,,
2892,0-203-0-11514,T,1835,07:00,AVG,7.8,,,
2896,0-203-0-11514,T,1835,07:00,MAX,24.6,,,
2900,0-203-0-11514,T,1835,07:00,MIN,-12.4,,,
2904,0-203-0-11514,T,1835,14:00,AVG,12.6,,,
2908,0-203-0-11514,T,1835,14:00,MAX,31.4,,,
2912,0-203-0-11514,T,1835,14:00,MIN,-6.2,,,
2916,0-203-0-11514,T,1835,21:00,AVG,9.2,,,
2920,0-203-0-11514,T,1835,21:00,MAX,25.6,,,
2924,0-203-0-11514,T,1835,21:00,MIN,-9.7,,,
2928,0-203-0-11514,T,1836,AVG,AVG,9.7,,,
2932,0-203-0-11514,T,1836,AVG,MAX,24.6,,,
2936,0-203-0-11514,T,1836,AVG,MIN,-11.0,,,
2940,0-203-0-11514,T,1836,07:00,AVG,7.9,,,
2944,0-203-0-11514,T,1836,07:00,MAX,23.6,,,
2948,0-203-0-11514,T,1836,07:00,MIN,-14.3,,,
2952,0-203-0-11514,T,1836,14:00,AVG,12.5,,,
2956,0-203-0-11514,T,1836,14:00,MAX,30.2,,,
2960,0-203-0-11514,T,1836,14:00,MIN,-10.2,,,
2964,0-203-0-11514,T,1836,21:00,AVG,9.2,,,
2968,0-203-0-11514,T,1836,21:00,MAX,24.2,,,
2972,0-203-0-11514,T,1836,21:00,MIN,-12.0,,,
2976,0-203-0-11514,T,1837,AVG,AVG,8.4,,,
2980,0-203-0-11514,T,1837,AVG,MAX,25.3,,,
2984,0-203-0-11514,T,1837,AVG,MIN,-9.8,,,
2988,0-203-0-11514,T,1837,07:00,AVG,6.8,,,
2992,0-203-0-11514,T,1837,07:00,MAX,24.4,,,
2996,0-203-0-11514,T,1837,07:00,MIN,-12.1,,,
3000,0-203-0-11514,T,1837,14:00,AVG,10.8,,,
3004,0-203-0-11514,T,1837,14:00,MAX,30.1,*,,
3008,0-203-0-11514,T,1837,14:00,MIN,-9.8,,,
3012,0-203-0-11514,T,1837,21:00,AVG,7.9,,,
3016,0-203-0-11514,T,1837,21:00,MAX,25.0,,,
3020,0-203-0-11514,T,1837,21:00,MIN,-9.5,,,
3024,0-203-0-11514,T,1838,AVG,AVG,7.2,,,
3028,0-203-0-11514,T,1838,AVG,MAX,26.5,,,
3032,0-203-0-11514,T,1838,AVG,MIN,-18.4,,,
3036,0-203-0-11514,T,1838,07:00,AVG,5.4,,,
3040,0-203-0-11514,T,1838,07:00,MAX,23.7,,,
3044,0-203-0-11514,T,1838,07:00,MIN,-21.4,,,
3048,0-203-0-11514,T,1838,14:00,AVG,9.8,,,
3052,0-203-0-11514,T,1838,14:00,MAX,33.7,,,
3056,0-203-0-11514,T,1838,14:00,MIN,-16.9,,,
3060,0-203-0-11514,T,1838,21:00,AVG,6.7,,,
3064,0-203-0-11514,T,1838,21:00,MAX,25.5,,,
3068,0-203-0-11514,T,1838,21:00,MIN,-19.5,,,
3072,0-203-0-11514,T,1839,AVG,AVG,9.1,,,
3076,0-203-0-11514,T,1839,AVG,MAX,24.4,,,
3080,0-203-0-11514,T,1839,AVG,MIN,-7.7,,,
3084,0-203-0-11514,T,1839,07:00,AVG,7.2,,,
3088,0-203-0-11514,T,1839,07:00,MAX,23.2,,,
3092,0-203-0-11514,T,1839,07:00,MIN,-10.0,,,
3096,0-203-0-11514,T,1839,14:00,AVG,11.6,,,
3100,0-203-0-11514,T,1839,14:00,MAX,30.3,,,
3104,0-203-0-11514,T,1839,14:00,MIN,-5.6,,,
3108,0-203-0-11514,T,1839,21:00,AVG,8.8,,,
3112,0-203-0-11514,T,1839,21:00,MAX,24.1,,,
3116,0-203-0-11514,T,1839,21:00,MIN,-7.5,*,,
3120,0-203-0-11514,T,1840,AVG,AVG,7.6,,,
3124,0-203-0-11514,T,1840,AVG,MAX,23.4,,,
3128,0-203-0-11514,T,1840,AVG,MIN,-19.7,,,
3132,0-203-0-11514,T,1840,07:00,AVG,5.3,,,
3136,0-203-0-11514,T,1840,07:00,MAX,19.5,,,
3140,0-203-0-11514,T,1840,07:00,MIN,-21.5,,,
3144,0-203-0-11514,T,1840,14:00,AVG,10.2,,,
3148,0-203-0-11514,T,1840,14:00,MAX,27.7,,,
3152,0-203-0-11514,T,1840,14:00,MIN,-19.0,,,
3156,0-203-0-11514,T,1840,21:00,AVG,7.4,,,
3160,0-203-0-11514,T,1840,21:00,MAX,24.0,,,
3164,0-203-0-11514,T,1840,21:00,MIN,-19.1,,,
3168,0-203-0-11514,T,1841,AVG,AVG,9.5,,,
3172,0-203-0-11514,T,1841,AVG,MAX,25.3,,,
3176,0-203-0-11514,T,1841,AVG,MIN,-17.5,,,
3180,0-203-0-11514,T,1841,07:00,AVG,7.2,,,
3184,0-203-0-11514,T,1841,07:00,MAX,21.0,,,
3188,0-203-0-11514,T,1841,07:00,MIN,-20.9,,,
3192,0-203-0-11514,T,1841,14:00,AVG,12.4,,,
3196,0-203-0-11514,T,1841,14:00,MAX,35.1,,,
3200,0-203-0-11514,T,1841,14:00,MIN,-14.1,,,
3204,0-203-0-11514,T,1841,21:00,AVG,9.3,,,
3208,0-203-0-11514,T,1841,21:00,MAX,25.2,,,
3212,0-203-0-11514,T,1841,21:00,MIN,-17.5,,,
3216,0-203-0-11514,T,1842,AVG,AVG,8.7,,,
3220,0-203-0-11514,T,1842,AVG,MAX,25.4,,,
3224,0-203-0-11514,T,1842,AVG,MIN,-11.0,,,
3228,0-203-0-11514,T,1842,07:00,AVG,6.2,,,
3232,0-203-0-11514,T,1842,07:00,MAX,21.8,,,
3236,0-203-0-11514,T,1842,07:00,MIN,-15.2,,,
3240,0-203-0-11514,T,1842,14:00,AVG,11.4,,,
3244,0-203-0-11514,T,1842,14:00,MAX,31.4,,,
3248,0-203-0-11514,T,1842,14:00,MIN,-9.2,,,
3252,0-203-0-11514,T,1842,21:00,AVG,8.6,,,
3256,0-203-0-11514,T,1842,21:00,MAX,25.8,,,
3260,0-203-0-11514,T,1842,21:00,MIN,-11.2,,,
3264,0-203-0-11514,T,1843,AVG,AVG,9.5,,,
3268,0-203-0-11514,T,1843,AVG,MAX,23.1,,,
3272,0-203-0-11514,T,1843,AVG,MIN,-6.4,,,
3276,0-203-0-11514,T,1843,07:00,AVG,7.5,,,
3280,0-203-0-11514,T,1843,07:00,MAX,19.9,,,
3284,0-203-0-11514,T,1843,07:00,MIN,-7.2,,,
3288,0-203-0-11514,T,1843,14:00,AVG,12.0,,,
3292,0-203-0-11514,T,1843,14:00,MAX,28.3,,,
3296,0-203-0-11514,T,1843,14:00,MIN,-6.2,,,
3300,0-203-0-11514,T,1843,21:00,AVG,9.3,,,
3304,0-203-0-11514,T,1843,21:00,MAX,23.2,,,
3308,0-203-0-11514,T,1843,21:00,MIN,-7.0,,,
3312,0-203-0-11514,T,1844,AVG,AVG,8.3,,,
3316,0-203-0-11514,T,1844,AVG,MAX,23.5,,,
3320,0-203-0-11514,T,1844,AVG,MIN,-9.4,,,
3324,0-203-0-11514,T,1844,07:00,AVG,6.5,,,
3328,0-203-0-11514,T,1844,07:00,MAX,19.7,,,
3332,0-203-0-11514,T,1844,07:00,MIN,-11.6,,,
3336,0-203-0-11514,T,1844,14:00,AVG,10.7,,,
3340,0-203-0-11514,T,1844,14:00,MAX,29.5,,,
3344,0-203-0-11514,T,1844,14:00,MIN,-7.4,,,
3348,0-203-0-11514,T,1844,21:00,AVG,8.1,,,
3352,0-203-0-11514,T,1844,21:00,MAX,23.1,,,
3356,0-203-0-11514,T,1844,21:00,MIN,-9.6,,,
3360,0-203-0-11514,T,1845,AVG,AVG,8.3,,,
3364,0-203-0-11514,T,1845,AVG,MAX,28.5,,,
3368,0-203-0-11514,T,1845,AVG,MIN,-15.6,,,
3372,0-203-0-11514,T,1845,07:00,AVG,6.3,,,
3376,0-203-0-11514,T,1845,07:00,MAX,24.1,,,
3380,0-203-0-11514,T,1845,07:00,MIN,-19.9,,,
3384,0-203-0-11514,T,1845,14:00,AVG,10.8,,,
3388,0-203-0-11514,T,1845,14:00,MAX,34.4,,,
3392,0-203-0-11514,T,1845,14:00,MIN,-11.6,*,,
3396,0-203-0-11514,T,1845,21:00,AVG,8.1,,,
3400,0-203-0-11514,T,1845,21:00,MAX,28.3,,,
3404,0-203-0-11514,T,1845,21:00,MIN,-15.4,,,
3408,0-203-0-11514,T,1846,AVG,AVG,10.0,,,
3412,0-203-0-11514,T,1846,AVG,MAX,25.0,,,
3416,0-203-0-11514,T,1846,AVG,MIN,-12.0,,,
3420,0-203-0-11514,T,1846,07:00,AVG,8.0,,,
3424,0-203-0-11514,T,1846,07:00,MAX,22.3,,,
3428,0-203-0-11514,T,1846,07:00,MIN,-15.6,,,
3432,0-203-0-11514,T,1846,14:00,AVG,12.7,,,
3436,0-203-0-11514,T,1846,14:00,MAX,30.5,,,
3440,0-203-0-11514,T,1846,14:00,MIN,-10.9,,,
3444,0-203-0-11514,T,1846,21:00,AVG,9.7,,,
3448,0-203-0-11514,T,1846,21:00,MAX,25.8,,,
3452,0-203-0-11514,T,1846,21:00,MIN,-13.0,,,
3456,0-203-0-11514,T,1847,AVG,AVG,8.2,,,
